"person_id","time_of_measurement","measured_upload_speed_in_Mbps","did_test_complete_successfully"
77990,0,0.0213219616204691,0
78173,0,0.0127931769722814,0
78867,0,0.374350086655113,0
79026,0,0.192495921696574,0
79392,0,0.179445350734095,0
80205,0,0.388214904679376,0
81042,0,0.0213219616204691,0
81445,0,0.0255863539445629,0
82145,0,0.220228384991843,0
82937,0,0.376083188908146,0
83389,0,0.00639658848614072,0
83938,0,0.236541598694943,0
84036,0,0.0217821782178218,0
84695,0,0.097053726169844,0
84757,0,0.377816291161178,0
84893,0,0.0297029702970297,0
86513,0,0.0198019801980198,0
86767,0,0.00852878464818763,0
86944,0,0.023454157782516,0
87197,0,0.374350086655113,0
87335,0,0.433275563258232,0
87540,0,0.0127931769722814,0
87675,0,0.0138613861386139,0
87759,0,0.0106609808102345,0
88096,0,0.424610051993068,0
88291,0,0.405545927209705,0
88659,0,0.0277185501066098,0
88695,0,0.0237623762376238,0
89231,0,0.0127931769722814,0
89731,0,0.0277185501066098,0
90300,0,0.0849220103986135,0
90464,0,0.0127931769722814,0
90673,0,0.0178217821782178,0
91164,0,0.40207972270364,0
91194,0,0.0191897654584222,0
91399,0,0.409012131715771,0
91551,0,0.0106609808102345,0
92943,0,0.0987868284228769,0
93680,0,0.0170575692963753,0
94496,0,0.0118811881188119,0
94682,0,0.0198019801980198,0
94765,0,0.419410745233969,0
95213,0,0.467937608318891,0
96416,0,0.114384748700173,0
96519,0,0.202283849918434,0
96610,0,0.114384748700173,0
96840,0,0.0178217821782178,0
97251,0,0.0918544194107452,0
97297,0,0.388214904679376,0
97694,0,0.389948006932409,0
97782,0,0.203915171288744,0
97916,0,0.0106609808102345,0
98649,0,0.37261698440208,0
98709,0,0.116117850953206,0
98892,0,0.389948006932409,0
99197,0,0.383015597920277,0
